,MTFCC,OID,LNDMRKNS,BASENAME,NAME,LSADC,FUNCSTAT,AREALAND,AREAWATER,CENTLAT,CENTLON,INTPTLAT,INTPTLON,Street Address,City,State,Zip Code
154,K1236,1104475492927,,Anderson County,Anderson County Jail,,,24028,,31.7646019,-95.6185651,31.7646019,-95.6185651,1200 East Lacy Street,Palestine,TX,75801
155,K1235,1104475495212,,Anderson County Juvenile,Anderson County Juvenile Detention Ctr,,,8699,,31.7642049,-95.620176,31.7642049,-95.620176,1120 East Crawford Street,Palestine,TX,75801
156,K1236,1104690689578,,Andrew C Baird Detention,Andrew C Baird Detention Faclty,,,4686,,42.3364925,-83.0419634,42.3364925,-83.0419634,580 Clinton Street,Detroit,MI,48226
157,K1236,1104492537260,,Andrew County Sheriff's,Andrew County Sheriff's Ofc,,,2623,,39.9402115,-94.8290129,39.9402115,-94.8290129,402 West Market Street,Savannah,MO,64485
158,K1236,1104475492344,,Andrews County,Andrews County Jail,,,11668,,32.3201037,-102.5476984,32.3201037,-102.5476984,201 North Main Street,Andrews,TX,79714
159,K1236,1104259950710,,Androscoggin County,Androscoggin County Jail,,,2463,,44.0982804,-70.2273893,44.0982804,-70.2273893,40 Pleasant Street,Auburn,ME,04210
160,K1235,1104475505345,,Angelina County Juvenile Detention,Angelina County Juvenile Detention Faclty,,,20970,,31.3715758,-94.7186257,31.3715758,-94.7186257,901 Ellen Trout Drive,Lufkin,TX,75904
161,K1236,1104475505926,,Angelina County Law Enforcement,Angelina County Law Enforcement Ctr,,,51813,,31.3373542,-94.6945799,31.3373542,-94.6945799,2311 East Lufkin Avenue,Lufkin,TX,75901
162,K1236,1104485024262,,Anniston,Anniston Police Dept,,,21285,,33.6603835,-85.8321781,33.6603835,-85.8321781,1128 Gurnee Avenue,Anniston,AL,36201
163,K1236,1104695292357,,Anoka County,Anoka County Jail,,,3857,,45.1988167,-93.3860048,45.1988167,-93.3860048,325 Jackson Street,Anoka,MN,55303
164,K1236,1104695532948,,Anoka County Workhouse,Anoka County Workhouse,,,5135,,45.2129182,-93.3838853,45.2129182,-93.3838853,3300 4th Avenue,Anoka,MN,55303
165,K1236,1104690884863,,Anson County,Anson County Jail,,,2620,,34.9670035,-80.0758031,34.9670035,-80.0758031,119 North Washington Street,Wadesboro,NC,28170
166,K1237,1104483753581,,Antelope Conservation,Antelope Conservation Cp,,,63637,,40.4020476,-120.5093802,40.4020476,-120.5093802, Unnamed Road,Litchfield,CA,96117
167,K1236,1104692284184,,Antelope County,Antelope County Jail,,,12015,,42.1300958,-98.0292294,42.1300958,-98.0292294,501 M Street,Neligh,NE,68756
168,K1237,1104469175966,,Anthony Correctional,Anthony Correctional Ctr,,,128403,,37.9636607,-80.127375,37.9636607,-80.127375,174 West Virginia 92,,WV,24917
169,K1237,1104473476143,,Anthony P Travisono Intake Service,Anthony P Travisono Intake Service Ctr,,,36103,,41.7486942,-71.4640739,41.7486942,-71.4640739,18 Slate Hill Drive,Cranston,RI,02920
170,K1236,1104492954153,,Antrim County Sheriff's,Antrim County Sheriff's Ofc,,,3381,,44.9757251,-85.2076125,44.9757251,-85.2076125,107 Grove Street,Bellaire,MI,49615
171,K1237,1104474334642,,Anvil Mountain Correctional,Anvil Mountain Correctional Ctr,,,41657,,64.537283,-165.4135654,64.537283,-165.4135654,1810 Center Creek Road,Nome,AK,99762
172,K1236,1104475873387,,Apache County,Apache County Detention Ctr,,,19443,,34.5020628,-109.3651308,34.5020628,-109.3651308,70 West 3rd Street South,Saint Johns,AZ,85936
173,K1235,1104486478876,,Apache County Juvenile,Apache County Juvenile Detention Ctr,,,3924,,34.5064743,-109.3652721,34.5064743,-109.3652721,50 West Cleveland Street,Saint Johns,AZ,85936
174,K1237,1104484212365,,Appalachee Correctional Institution East,Appalachee Correctional Institution East,,,1525314,,30.7051396,-84.8785336,30.7051396,-84.8785336, Apalachee Drive,Sneads,FL,32460
175,K1237,1104484210943,,Appalachee Correctional Institution West,Appalachee Correctional Institution West,,,1007763,,30.7130016,-84.8864746,30.7130016,-84.8864746,52 West Unit Drive,Sneads,FL,32460
176,K1237,1104692092549,,Appalachian Men's,Appalachian Men's Detention Ctr,,,129803,,36.9977133,-81.9281617,36.9977133,-81.9281617,924 Clifton Farm Road,Honaker,VA,24260
177,K1235,1104696405579,,Appalachian Wilderness,Appalachian Wilderness Cp,,,136809,,34.6427346,-83.7744024,34.6427346,-83.7744024, O T P Drive,Cleveland,GA,30528
178,K1236,1104486598923,,Appanoose County Sheriff's,Appanoose County Sheriff's Ofc,,,5829,,40.7352908,-92.885889,40.7352908,-92.885889,1125 West Van Buren Street,Centerville,IA,52544
179,K1236,1104692493196,,Appling County Sheriff's,Appling County Sheriff's Ofc,,,57094,,31.7848771,-82.3586621,31.7848771,-82.3586621,341 Off U South,Baxley,GA,31513
180,K1237,1104692494170,,Appling Pre-Release,Appling Pre-Release Ctr,,,29270,,31.8048977,-82.4089526,31.8048977,-82.4089526,137 West Park Drive,Baxley,GA,31513
181,K1236,1104486429339,,Arab,Arab Police Dept,,,7050,,34.3279917,-86.4972741,34.3279917,-86.4972741,740 North Main Street,Arab,AL,35016
182,K1236,1104475500643,,Aransas County,Aransas County Jail,,,9976,,28.025904,-97.052996,28.025904,-97.052996,811 East Concho Street,Rockport,TX,78382
183,K1236,1104481574900,,Aransas Pass,Aransas Pass Police Dept,,,5368,,27.9105182,-97.1495844,27.9105182,-97.1495844,645 West Lott Avenue,Aransas Pass,TX,78336
184,K1238,1104493257399,,Arapahoe Community Treatment,Arapahoe Community Treatment Ctr,,,9977,,39.6557328,-105.0292064,39.6557328,-105.0292064,3265 West Girard Avenue,Englewood,CO,80110
185,K1236,1104493258007,,Arapahoe County Detention,Arapahoe County Detention Faclty,,,148854,,39.5821515,-104.8317334,39.5821515,-104.8317334,7325 South Potomac Street,Englewood,CO,80112
186,K1236,1104493259288,,Arapahoe County Residental,Arapahoe County Residental Ctr,,,4854,,39.6282246,-105.0137354,39.6282246,-105.0137354,2135 West Chenango Avenue,Littleton,CO,80120
187,K1238,1104474688228,,Arc Maternal and Infant Program,Arc Maternal and Infant Program,,,6609,,43.0752153,-89.3253482,43.0752153,-89.3253482,4202 Monona Drive,Madison,WI,53716
188,K1237,1104483290862,,Arcadia Road,Arcadia Road Prison,,,40212,,27.2337161,-81.8927612,27.2337161,-81.8927612,2961 County Road 661,Arcadia,FL,34266
189,K1236,1104486738130,,Archer County,Archer County Jail,,,3556,,33.595157,-98.6243912,33.595157,-98.6243912,200 East Main Street,Archer City,TX,76351
190,K1236,1104493267040,,Archuleta County Sheriff's,Archuleta County Sheriff's Ofc,,,4736,,37.2660611,-107.0117025,37.2660611,-107.0117025,474 Pagosa Street,Pagosa Springs,CO,81147
191,K1235,1104487321303,,Archway Youth Services,Archway Youth Services Ctr,,,4920,,41.2175442,-111.9756346,41.2175442,-111.9756346,237 26th Street,Ogden,UT,84401
192,K1237,1104692916715,,Ardmore Community Work,Ardmore Community Work Ctr,,,4309,,34.2933275,-97.0280436,34.2933275,-97.0280436, Grumman Street,Ardmore,OK,73401
193,K1236,1104492956687,,Arenac County Sheriff's,Arenac County Sheriff's Dept,,,5895,,43.9841309,-83.956407,43.9841309,-83.956407,399 East Beaver Street,Standish,MI,48658
194,K1237,1104484260824,,Arizona State Prison Complex Douglas,Arizona State Prison Complex Douglas,,,907655,,31.4618017,-109.5910454,31.4618017,-109.5910454, Unnamed Road,Douglas,AZ,85607
195,K1237,1104486584426,,Arizona State Prison Complex Florence,Arizona State Prison Complex Florence,,,1233722,,33.0279307,-111.3710575,33.0279307,-111.3710575, ,Florence,AZ,85132
196,K1237,1104485213438,,Arizona State Prison Complex Florence Globe,Arizona State Prison Complex Florence Globe,,,55385,,33.4163631,-110.7107576,33.4163631,-110.7107576,1000 Fairgrounds Road,Globe,AZ,85501
197,K1237,1104486584653,,Arizona State Prison Complex Florence Picacho Unit,Arizona State Prison Complex Florence Picacho Unit,,,286613,,32.6518878,-111.5015453,32.6518878,-111.5015453,24890 South Picacho Highway,Eloy,AZ,85131
198,K1237,1104486584923,,Arizona State Prison Complex Florence West,Arizona State Prison Complex Florence West,,,73708,,33.0372546,-111.3765457,33.0372546,-111.3765457,915 East Diversion Dam Road,Florence,AZ,85132
199,K1237,1104485344633,,Arizona State Prison Complex Lewis,Arizona State Prison Complex Lewis,,,1839834,,33.2078666,-112.6523868,33.2078666,-112.6523868, Unnamed Road,Buckeye,AZ,85326
200,K1237,1101637131288,,Arizona State Prison Complex Perryville,Arizona State Prison Complex Perryville,,,3240163,,33.4711571,-112.4380511,33.4711571,-112.4380511,2105 North Citrus Road,Goodyear,AZ,85395
201,K1237,1104487313269,,Arizona State Prison Complex Phoenix,Arizona State Prison Complex Phoenix,,,46540,,33.4522117,-112.0242,33.4522117,-112.0242,374 Az State Asylum,Phoenix,AZ,85008
202,K1237,1104487313280,,Arizona State Prison Complex Phoenix,Arizona State Prison Complex Phoenix,,,13979,,33.4525115,-112.0293266,33.4525115,-112.0293266, ,Phoenix,AZ,85008
203,K1237,1104485237655,,Arizona State Prison Complex Safford,Arizona State Prison Complex Safford,,,300281,2334.0,32.8281002,-109.5643488,32.8280548,-109.5658016, Cypress Lane,Safford,AZ,85546
204,K1237,1101221462121,,Arizona State Prison Complex Safford Fort Grant,Arizona State Prison Complex Safford Fort Grant,,,226693,,32.6232573,-109.946307,32.6232573,-109.946307, Fort Grant B,Willcox,AZ,85643
205,K1237,1104486526669,,Arizona State Prison Complex Tucson,Arizona State Prison Complex Tucson,,,2909152,,32.0677207,-110.867177,32.0677207,-110.867177,10000 South Wilmot Road,Tucson,AZ,85756
206,K1237,1104486495573,,Arizona State Prison Complex Winslow,Arizona State Prison Complex Winslow,,,530640,,34.9845068,-110.7200454,34.9845068,-110.7200454,2100 Arizona 87,Winslow,AZ,86047
207,K1237,1104486479417,,Arizona State Prison Complex Winslow Apache Unit,Arizona State Prison Complex Winslow Apache Unit,,,1293065,2119.0,34.321215,-109.3881437,34.3180805,-109.3857,38322 U.S. 180,Saint Johns,AZ,85936
208,K1237,1104486515180,,Arizona State Prison Complex Yuma,Arizona State Prison Complex Yuma,,,2607723,,32.4875511,-114.6395584,32.4875511,-114.6395584,7125 Juan Sanchez Boulevard,Somerton,AZ,85350
209,K1237,1104485263027,,Arizona State Prison Kingman,Arizona State Prison Kingman,,,621821,,35.0290279,-114.179701,35.0290279,-114.179701,4626 West English Drive,Golden Valley,AZ,86413
210,K1237,1104486517893,,Arizona State Prison Phoenix West,Arizona State Prison Phoenix West,,,20895,,33.4326691,-112.1325245,33.4326691,-112.1325245,3402 West Cocopah Street,Phoenix,AZ,85009
211,K1237,110451554763,,Ark State Prison Cummings,Ark State Prison Cummings Frm,,,9764,,34.0817936,-91.5755202,34.0817936,-91.5755202, Unnamed Road,Stuttgart,AR,72160
212,K1236,1104469035526,,Arkansas County,Arkansas County Detention Ctr,,,52300,,34.2724724,-91.3451201,34.2724724,-91.3451201,1010 Ricebelt Avenue,DeWitt,AR,72042
213,K1235,1104469096269,,Arkansas Juvenile Assessment and Treatment,Arkansas Juvenile Assessment and Treatment Ctr,,,328702,,34.6388997,-92.4950899,34.6388997,-92.4950899,4101 Green Valley Drive,Bryant,AR,72022
214,K1237,1104493645285,,Arkansas Valley,Arkansas Valley Corr Faclty,,,403370,,38.1925362,-103.8413219,38.1925362,-103.8413219,5678 County Lane 13,Ordway,CO,81063
215,K1236,1104690925959,,Arlington County Detention,Arlington County Detention Faclty,,,10718,,38.8902475,-77.0833148,38.8902475,-77.0833148,1435 North Courthouse Road,Arlington,VA,22201
216,K1236,1104475504399,,Armstrong County,Armstrong County Jail,,,3319,,35.1105668,-101.3599997,35.1105668,-101.3599997,110 1st Street,Claude,TX,79019
217,K1236,1104692060488,,Armstrong County,Armstrong County Jail,,,59084,,40.8186768,-79.4798895,40.8186768,-79.4798895,171 Staleys Courts Road,Kittanning,PA,16201
218,K1236,1104492743652,,Arnold,Arnold Police Dept,,,18819,,38.422749,-90.3757858,38.422749,-90.3757858,2101 Jeffco Boulevard,Arnold,MO,63010
219,K1236,1104260197158,,Aroostook County,Aroostook County Jail,,,10617,,46.1247188,-67.8389622,46.1247188,-67.8389622,26 Court Street,Houlton,ME,04730
220,K1237,1104693026237,,Arrendale,Arrendale State Prison,,,227434,,34.4512188,-83.5956903,34.4512188,-83.5956903,2023 Gainesville Highway,Alto,GA,30510
221,K1237,1104690757558,,Arrowhead Correctional,Arrowhead Correctional Ctr,,,157426,,38.4351705,-105.1590087,38.4351705,-105.1590087, Sawdust Boulevard,Cañon City,CO,81212
222,K1235,1104699362764,,Arrowhead Juvenile,Arrowhead Juvenile Ctr,,,20944,,46.8166517,-92.1300688,46.8166517,-92.1300688,1918 North Arlington Avenue,Duluth,MN,55811
223,K1236,1104473061717,,Artesia Law Enforcement,Artesia Law Enforcement Ctr,,,8649,,32.8449061,-104.4052046,32.8449061,-104.4052046,309 North 7th Street,Artesia,NM,88210
224,K1235,1104484119498,,Arthur G Dozier School for Boys,Arthur G Dozier School for Boys,,,930676,,30.7590845,-85.2556613,30.7590845,-85.2556613, Administration Road,Marianna,FL,32448
225,K1237,1104745512387,,Arthur Kill,Arthur Kill Corr Faclty,,,182296,,40.5503412,-74.2283746,40.5503412,-74.2283746,2911 Arthur Kill Road,Staten Island,NY,10309
226,K1236,1104474977798,,Ascension Parish Sheriff's,Ascension Parish Sheriff's Ofc,,,43999,,30.0972453,-90.9375389,30.0972453,-90.9375389,2442 Lemanville Cutoff Road,Donaldsonville,LA,70346
227,K1236,1104469320616,,Ash Street Jail and Regional Lock-Up,Ash Street Jail and Regional Lock-Up,,,9444,,41.6337119,-70.9346958,41.6337119,-70.9346958,108 Court Street,New Bedford,MA,02740
228,K1236,1104690890532,,Ashe County,Ashe County Jail,,,22777,,36.418736,-81.4600122,36.418736,-81.4600122,140 Government Circle,Jefferson,NC,28640
229,K1236,1104474650719,,Ashland County,Ashland County Jail,,,5502,,46.5887383,-90.8780147,46.5887383,-90.8780147,220 6th Street East,Ashland,WI,54806
230,K1236,1104701489909,,Ashland County,Ashland County Jail,,,66138,,40.8630326,-82.2924265,40.8630326,-82.2924265,1205 East Main Street,Ashland,OH,44805
231,K1235,1104493143626,,Ashland County Juvenile,Ashland County Juvenile Detention Ctr,,,116682,,40.8562296,-82.3109922,40.8562296,-82.3109922,1256 Center Street,Ashland,OH,44805
232,K1236,1104469105853,,Ashley County,Ashley County Jail,,,33294,,33.2289962,-91.8131876,33.2289962,-91.8131876,842 Ashley Road 12 West,Hamburg,AR,71646
233,K1236,1104689722950,,Ashtabula City Justice,Ashtabula City Justice Ctr,,,7800,,41.8669215,-80.7803423,41.8669215,-80.7803423,4419 Collins Boulevard,Ashtabula,OH,44004
234,K1236,1104690753913,,Ashtabula County,Ashtabula County Jail,,,13824,,41.7392028,-80.7708963,41.7392028,-80.7708963,25 West Jefferson Street,Jefferson,OH,44047
235,K1235,1104690934049,,Ashtabula County Youth,Ashtabula County Youth Detention Ctr,,,21462,,41.8780119,-80.7438315,41.8780119,-80.7438315,3816 Donahoe Drive,Ashtabula,OH,44004
236,K1236,1104475140200,,Asotin County,Asotin County Jail,,,5074,,46.4135842,-117.044565,46.4135842,-117.044565,830 5th Street,Clarkston,WA,99403
237,K1236,1104474987310,,Assumption Parish,Assumption Parish Detention Ctr,,,24146,,29.9359201,-91.033882,29.9359201,-91.033882,233 Louisiana 1008,Napoleonville,LA,70390
238,K1236,1104475507448,,Atascosa County,Atascosa County Jail,,,13623,,28.9176514,-98.5451778,28.9176514,-98.5451778,1108 Campbell Avenue,Jourdanton,TX,78026
239,K1235,1104475507734,,Atascosa County Juvenile Justice,Atascosa County Juvenile Justice Ctr,,,8604,,28.9206324,-98.5477263,28.9206324,-98.5477263,1601 Zanderson Avenue,Jourdanton,TX,78026
240,K1236,1104492537535,,Atchison County,Atchison County Courthouse,,,12470,,40.4113046,-95.5196829,40.4113046,-95.5196829,511 West Clay Street,Rock Port,MO,64482
241,K1236,1104488192490,,Atchison County Sheriff's,Atchison County Sheriff's Ofc,,,7177,,39.5659207,-95.1197285,39.5659207,-95.1197285,423 North 5th Street,Atchison,KS,66002
242,K1236,1104692570833,,Athens Diversion,Athens Diversion Ctr,,,10427,,33.9515268,-83.4080345,33.9515268,-83.4080345,171 Old Epps Bridge Road,Athens,GA,30606
243,K1236,1104692571185,,Athens-Clarke County Correctional,Athens-Clarke County Correctional Ctr,,,244194,,33.9454646,-83.3280308,33.9454646,-83.3280308,2915 Lexington Road,Athens,GA,30605
244,K1236,1104692494699,,Atkinson County Sheriff's,Atkinson County Sheriff's Ofc,,,5475,,31.2957186,-82.8534899,31.2957186,-82.8534899,19 West Roberts Avenue,Pearson,GA,31642
245,K1236,1104692885010,,Atlanta City,Atlanta City Detention Ctr,,,28860,,33.7476384,-84.3949625,33.7476384,-84.3949625,275 Pryor Street Southwest,Atlanta,GA,30303
246,K1237,1104692885276,,Atlanta Transitional,Atlanta Transitional Ctr,,,5746,,33.7727182,-84.3762542,33.7727182,-84.3762542,340 Ponce De Leon Avenue Northeast,Atlanta,GA,30308
247,K1235,1104692886473,,Atlanta Youth Development,Atlanta Youth Development Cmps,,,54673,,33.6019808,-84.5552314,33.6019808,-84.5552314,5651 Camp Drive,Atlanta,GA,30349
248,K1236,1104474368633,,Atlantic County,Atlantic County Jail,,,62227,,39.4409418,-74.6926138,39.4409418,-74.6926138,4805 Nawakwa Boulevard,Hamilton Township,NJ,08330
249,K1237,1104484212789,,Atlantic Work Release,Atlantic Work Release Ctr,,,6682,,26.6828189,-80.1927914,26.6828189,-80.1927914,261 Fairgrounds Road,West Palm Beach,FL,33411
250,K1237,1104486682699,,Atmore Work Release,Atmore Work Release Ctr,,,44287,,31.1603021,-87.4760064,31.1603021,-87.4760064, Fountain Prison Drive,Atmore,AL,36502
251,K1236,1104692858682,,Atoka County,Atoka County Jail,,,2684,,34.3848743,-96.1271056,34.3848743,-96.1271056,102 South Mississippi Avenue,Atoka,OK,74525
252,K1236,1104690714203,,Attala County Sheriff's,Attala County Sheriff's Ofc,,,2887,,33.0597592,-89.5906548,33.0597592,-89.5906548,112 West Adams Street,Kosciusko,MS,39090
253,K1236,1104485224926,,Attalla,Attalla Police Dept,,,5450,,34.0227482,-86.0875914,34.0227482,-86.0875914,302 6th Avenue Northwest,Attalla,AL,35954
254,K1237,1104699591822,,Attica,Attica Corr Faclty,,,307565,,42.8497224,-78.2719726,42.8497224,-78.2719726, Unnamed Road,Attica,NY,14011
255,K1237,1104704630473,,Auburn,Auburn Corr Faclty,,,107577,,42.9345957,-76.5742317,42.9345957,-76.5742317,41 Wall Street,Auburn,NY,13021
256,K1236,1104475162077,,Auburn Municipal,Auburn Municipal Jail,,,6965,,47.3077488,-122.230424,47.3077488,-122.230424,25 West Main Street,Auburn,WA,98001
257,K1236,1104492537714,,Audrain County,Audrain County Jail,,,33385,,39.1680374,-91.8182832,39.1680374,-91.8182832,1100 Littleby Road,Mexico,MO,65265
258,K1236,1104486601997,,Audubon County,Audubon County Courthouse,,,4087,,41.7215635,-94.9297305,41.7215635,-94.9297305,318 Leroy Street,Audubon,IA,50025
259,K1235,1104493807268,,Audubon Youth Development,Audubon Youth Development Ctr,,,140980,,38.2685806,-85.589552,38.2685806,-85.589552,8725 La Grange Road,Lyndon,KY,40242
260,K1236,1104493152575,,Auglaize County Correctional,Auglaize County Correctional Ctr,,,21191,,40.5595073,-84.2085011,40.5595073,-84.2085011,1051 Dearbaugh Avenue,Wapakoneta,OH,45895
261,K1237,1104690960837,,Augusta Correctional,Augusta Correctional Ctr,,,322974,,38.0609979,-79.3686352,38.0609979,-79.3686352, Unnamed Road,Craigsville,VA,24430
262,K1237,1104692763771,,Augusta State Medical,Augusta State Medical Prison,,,122701,,33.4316451,-82.1861721,33.4316451,-82.1861721, Unnamed Road,Augusta,GA,30813
263,K1237,1104692763772,,Augusta State Medical,Augusta State Medical Prison,,,116752,,33.4336611,-82.1895756,33.4336611,-82.1895756,1113 Dodge Lane,Grovetown,GA,30813
